Id,Name,NovaId__c,OrchestrationControlled__c,OW_assigned_to__c,OW_due_date__c,OW_due_date_offset__c,OW_location__c,OW_priority__c,OW_process_variant__c,OW_queue__c,OW_record_type_developer_name__c,OW_requires_4eye__c,OW_sequence__c,OW_stage__c,OW_status__c,OW_subject__c,OW_task_credit__c,OW_task_description__c,OW_task_description_google_doc_link__c,OW_task_type__c,OW_team__c,OW_triggered_by__c,OW_triggers__c,OW_turnaround_time__c,Role__c,Task_Record_Type__c,TriggeredByTask__c,TriggeredByTask__r.OW_task_type__c
a1JQz00000HP21CMAT,Clean up expired fulfilment,a1J8e000000L2pOEAS,,Dedicated specialist/household team,,0,,High,Current Wealth Management Process,,inform_client_payment_no_longer_possible,No,,Fulfilment,Active,Clean up expired fulfilment,4,"<p>This task has triggered because this fulfilment had to have the payment received by now (eg because it was pre tax year end), but it hasn&#39;t. Therefore, we need to cancel the expectation and inform the client that they must not make the payment.</p><p>This should be flagged with the partner.</p>",,inform_client_payment_no_longer_possible,Operations,,,0,Tech Ops,,,
a1JQz00000HP21DMAT,Submit Bed&ISA,a1J8e000000L3DMEA0,,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,submit_bed_isa,No,,Fulfilment,Active,Submit Bed&ISA,6,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,submit_bed_isa,Operations,,,0,Tech Ops,,,
a1JQz00000HP21EMAT,Submit Bed&SIPP,a1J8e000000L3DREA0,,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,submit_bed_sipp,No,,Fulfilment,Active,Submit Bed&SIPP,6,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,submit_bed_sipp,Operations,,,0,Tech Ops,,,
a1JQz00000HP21FMAT,Chase hubwise,a1J8e000000L3DWEA0,,Dedicated specialist/household team,,14,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,chase_hubwise,No,,Fulfilment,Active,Chase hubwise,2,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,chase_hubwise,Operations,,,7,Tech Ops,,,
a1JQz00000HP21GMAT,Submit lump sum to VCT,,Yes,Dedicated specialist/household team,,0,,High,Current Wealth Management Process,,submit_lump_sum_vct,,,Fulfilment,Active,Submit lump sum to VCT,6,<p>Please refer to https://docs.google.com/document/d/1EsG_ng3bC9y5alqxRDB2LhNjQ18Wz4edqD1GM34uSyk/edit#heading=h.fyddguflf5cd</p>,https://docs.google.com/document/d/1QpipohrfwZe8b0h8gzMiYiTORMYUESAEG2eR1l7TmEc/edit#heading=h.fyddguflf5cd,submit_lump_sum_vct,Operations,,,0,Tech Ops,,,
a1JQz00000HP21HMAT,Submit lump sum to EIS,,Yes,Dedicated specialist/household team,,0,,High,Current Wealth Management Process,,submit_lump_sum_eis,,,Fulfilment,Active,Submit lump sum to EIS,6,<p>Please refer to https://docs.google.com/document/d/1EsG_ng3bC9y5alqxRDB2LhNjQ18Wz4edqD1GM34uSyk/edit#heading=h.fyddguflf5cd</p>,https://docs.google.com/document/d/1XBomKLwH_ouGfgP9f30f-_FdhkYBW-xdlE8Eh1hUQyw/edit,submit_lump_sum_eis,Operations,,,0,Tech Ops,,,
a1JQz00000HP21IMAT,Ensure VCT allotment,,Yes,Dedicated specialist/household team,,14,,Medium,Current Wealth Management Process,,ensure_vct_allotment,,,Fulfilment,Active,Ensure VCT allotment,4,"<h3><strong style=""font-size: 12pt; font-family: Avenir, sans-serif; color: rgb(0, 0, 0); background-color: transparent;""><u>Step 4 Allotment of funds</u></strong></h3><p><br></p><p><span style=""font-size: 11pt; font-family: Avenir, sans-serif; color: rgb(0, 0, 0); background-color: transparent;"">We need to find out what the next allotment date is from OI &amp; then confirm that it has been allotted on that date.</span></p><p><br></p><p><span style=""font-size: 11pt; font-family: Avenir, sans-serif; color: rgb(0, 0, 0); background-color: transparent;"">Email template: </span><a href=""https://docs.google.com/document/d/1kzL8i2woqsgvCzOWRE_SxZ-RUwcYg2vM1FR4d9QQCQE/edit"" target=""_blank"" style=""font-size: 11pt; font-family: Avenir, sans-serif; color: rgb(17, 85, 204); background-color: transparent;""><u>https://docs.google.com/document/d/1kzL8i2woqsgvCzOWRE_SxZ-RUwcYg2vM1FR4d9QQCQE/edit</u></a><span style=""font-size: 11pt; font-family: Avenir, sans-serif; color: rgb(0, 0, 0); background-color: transparent;""> </span></p><p><br></p><p><span style=""font-size: 11pt; font-family: Avenir, sans-serif; color: rgb(0, 0, 0); background-color: transparent;"">Only add to IO once allotment (start date is allotment date)</span></p><p><a href=""https://docs.google.com/document/d/10D_0JGfY_r2mv5fUfkP90ex1vCWyey7uWvSGsOIjDTw/edit#heading=h.3a494eia5g52"" target=""_blank"" style=""font-size: 11pt; font-family: Avenir, sans-serif; color: rgb(17, 85, 204); background-color: transparent;""><u>[See IO guide]</u></a></p>",https://docs.google.com/document/d/1EsG_ng3bC9y5alqxRDB2LhNjQ18Wz4edqD1GM34uSyk/edit#heading=h.fyddguflf5cd,ensure_vct_allotment,Operations,,,7,Tech Ops,,,
a1JQz00000HP21JMAT,Ensure EIS allotment,,Yes,Dedicated specialist/household team,,14,,Medium,Current Wealth Management Process,,ensure_eis_allotment,,,Fulfilment,Active,Ensure EIS allotment,4,,https://docs.google.com/document/d/1kzL8i2woqsgvCzOWRE_SxZ-RUwcYg2vM1FR4d9QQCQE/edit,ensure_eis_allotment,Operations,,,7,Tech Ops,,,
a1JQz00000HP24XMAT,Fulfilment Investment Checks,,Yes,Household team,,5,Triggered from fulfilment type statuses,Medium,New customer,,fulfilment_investment_checks_allotted,No,39000,Fulfilment,Active,Fulfilment Investment Checks,6,"<p><span style=""font-size: 12px; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Objective: the purpose of this task is to make sure that funds have been received and invested as per our recommendation.</span></p><p><br></p><p><span style=""font-size: 12px; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Once finished, complete the screen on the top right of the fulfilment. This will auto complete the task.</span></p><p><br></p><p><u style=""font-size: 12px; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Things to check</u></p><p><br></p><ul><li><strong style=""font-size: 12px; background-color: transparent;"">Chatter</strong><span style=""font-size: 12px; background-color: transparent;""> - the first place to check when completing this task is the chatter on the financial product. This will highlight any changes that might have been made since the fulfilment was set up or any of-process details to pick up. Make sure any instructions in the chatter have been picked up and applied.</span></li><li><strong style=""font-size: 12px; background-color: transparent;"">Investment value</strong><span style=""font-size: 12px; background-color: transparent;""> - Confirm received value is in line with expectation (we allow for +/- 5% variation). Any lump sums should be received for the exact amount. If the value received is +/-5% (or more) ensure you have checked for a cause* of the difference and leave a comment accordingly. Where payments have been made in installments by the client, check to see that all installments have been received</span></li><li><strong style=""font-size: 12px; background-color: transparent;"">Investment mandate </strong><span style=""font-size: 12px; background-color: transparent;"">- Confirm on Hubwise that the correct portfolio has been selected. You can see the intended investment mandate is for the product within the Financial Product in the ‘Octopus Products’ section. You can check the selected portfolio in the ‘Portfolio’ section of the ‘Account Details’ tab in Hubwise.</span></li></ul><p class=""ql-indent-2""><img src=""https://lh3.googleusercontent.com/SaslcKFptN-u079u7coUUVk5lH1OqzjFI5oEyq2uDC7RFXBmoNBECFljAyWGtguNohkhkFxkXJe4YrLxDZXeo_MuRRL-CimQUFGI9fnoTlS0bt-7Ta7R6n774kPtKdQ8qstuRMVKZTG-MDxOX7lxUL8""></img></p><ul><li><strong style=""font-size: 12px; background-color: transparent;"">Phasing </strong><span style=""font-size: 12px; background-color: transparent;"">- Where the investment was supposed to be phased, we need to check that the phase has gone ahead as intended. You can check to see what phasing was recommended in the ‘Phasing’ section of the Recommendation. You should check within the ‘Manage Phased Investment’ section in Hubwise and make sure this matches our expectation of how the phases will proceed. Where there has been a phase added to a previous phase, we should check that the amount remaining from the previous phase and the new amount is amalgamated and phased over the longer of the remaining periods.</span></li></ul><p class=""ql-indent-2""><img src=""https://lh3.googleusercontent.com/lMEQ_T48p8xVNOQiImhnMTEukAEwVKPq54kSl_YgU0Qlsbn2olY3YIW4h9jit2zBVWpo8aMgiZNJE-DiYzydQ2ARKCrEslI41yqijHp9vQ_fnp0cPO4Jfaa3dW_6XDEe7skb5bvlJxbXQXLA1xk7zuA""></img></p><p class=""ql-indent-2""><img src=""https://lh3.googleusercontent.com/DUqhZgr6HiL9w5njUKEYp2SgUpD8ffgCpL4VTqXczxoYR0dmre4WFdFiL6TKkF9r3niiWidv5mNfJsl-r7QwTCRoZvHNONINC5T9TP_9kB76ycZEwsjWRvNu9q3aSs-gaNwuQmeCgMAwx1vkizzMdZc""></img></p><ul><li><strong style=""font-size: 12px; background-color: transparent;"">Fees </strong><span style=""font-size: 12px; background-color: transparent;"">- Confirm the correct fees have been applied:</span></li></ul><ol><li><strong style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;"">Confirm any applicable advice set up fee has been deducted (£)</strong><ol><li><strong style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;"">Confirm any applicable transfer fee (%) has been deducted</strong></li><li><strong style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;"">Confirm the correct ongoing charges have been submitted (i.e. standard tiering or flat fee)</strong></li></ol></li></ol><p class=""ql-indent-1""><span style=""font-family: Arial; font-size: 12px; background-color: transparent;"">You should check within the plan statement within hubwise that these have been taken and are appropriately labelled. You can view the intended fees under the ‘Instructions’ section of the fulfilment in Salesforce.</span></p><p class=""ql-indent-1""><br></p><ul><li><strong style=""font-size: 12px; background-color: transparent;"">Updating Salesforce</strong><span style=""font-size: 12px; background-color: transparent;""> - Make sure that the status of the source/ceding Financial Product has been set to closed if the full transfer is complete. If it was a full transfer, the ceding product’s G Drive folder should be moved from the ‘Active’ plans subfolder to ‘Historic’.</span></li></ul><p><br></p><p class=""ql-indent-1""><strong style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Once all of the above have been checked and any discrepancies have been corrected, with incidents/ P&amp;Ls raised where appropriate, the task can be completed.</strong></p><p><br></p><p><u style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Troubleshooting</u></p><p><br></p><p class=""ql-indent-1""><strong style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Difference in values</strong></p><p><br></p><p class=""ql-indent-1""><span style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Where the expected value differs from the actual received value, this may be due to:</span></p><p><br></p><ul><li><span style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;"">Th</span><span style=""font-size: 12px; background-color: transparent;"">e</span><strong style=""font-size: 12px; background-color: transparent; color: rgb(24, 24, 24);""> expected value is significantly old</strong><span style=""font-size: 12px; background-color: transparent;"">. </span><span style=""font-size: 12px; background-color: transparent; color: rgb(24, 24, 24);"">I.e. it was obtained during data gathering X number of months ago and the value difference is justified given market performance over that time</span></li><li><span style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;"">It is a transfer from an arrangement that was receivin</span><span style=""font-size: 12px; background-color: transparent;"">g </span><strong style=""font-size: 12px; background-color: transparent; color: rgb(0, 0, 0);"">regular or known contributions</strong><strong style=""font-size: 12px; background-color: transparent;""> </strong><span style=""font-size: 12px; background-color: transparent; color: rgb(24, 24, 24);"">prior to transfer, and therefore, the additional contributions caused an increase in value</span></li><li><strong style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">A known exit penalty</strong><span style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;""> was applied on transfer by the ceding provider (in this instance, it is wise to flag to a planner to check that this was expected or unknown)</span></li></ul><p class=""ql-indent-1""><span style=""font-size: 12px; font-family: Arial; background-color: transparent;"">The difference in expected value should be investigated and comments should be added in chatter. Where a mistake will require further action, make sure a task is created and the planner/partner are notified where appropriate.</span></p><p><br></p><p class=""ql-indent-1""><span style=""font-size: 12px; font-family: Arial; background-color: transparent;"">It might be useful to check the ceding portfolio in FE, or the relevant performance of invested portfolios to see whether a difference in value is due to investment performance. The steps below detail how this can be done.</span></p><p><br></p><ul><li><span style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">Go into FE and find the portfolio used for LOA analysis. </span></li><li><span style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">Search for the plan in ‘Portfolios’ and click add. </span></li><li><span style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">Load the interactive performance chart, then go to ‘Performance Settings’ and change the performance period to ‘User Specified’, use the valuation date in from the file and the date of the transfer. </span></li><li><span style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">This will give you a chart which you should print and save to the g-drive for the product. It will also have a cumulative performance figure from the date specified. It&#39;s expected that this is going to come up as -5% or worse. If it&#39;s broadly in line with the difference in values seen before then it&#39;s fine, if it&#39;s very different then escalate to a planner. </span></li><li><span style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">If the portfolio isn&#39;t in FE then we need the factsheet from the provider with the performance.</span></li></ul><p><br></p><p class=""ql-indent-1""><strong style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Phasing</strong></p><p><br></p><ul><li><span style=""font-size: 12px; background-color: transparent;"">You should first check the ‘Manage Phased Investment’ section in Hubwise to see why any mistakes have been applied</span></li><li><span style=""font-size: 12px; background-color: transparent;"">You can also check to see that the correct amount of cash has been ringfenced using </span><a href=""https://docs.google.com/document/d/1dfwBggdYK5XCA4G6Jx0EWuARM8GFC_DjVPbPvkYQ2TQ/edit"" target=""_blank"" style=""font-size: 12px; background-color: transparent; color: rgb(17, 85, 204);""><u>the guide here</u></a></li><li><span style=""font-size: 12px; background-color: transparent;"">If the phasing instruction looks wrong, raise a ticket with Freshdesk and keep the Fulfilment Investment Checks task open until it is corrected. </span></li><li><span style=""font-size: 12px; background-color: transparent;"">Once the first month of phasing has completed and looks correct, we can proceed with completing the task, as we don&#39;t continue to monitor phasing beyond the first month. </span><strong style=""font-size: 12px; background-color: transparent;"">Raise an incident</strong><span style=""font-size: 12px; background-color: transparent;""> if relevant for any errors in processing (either by us or Hubwise). A </span><strong style=""font-size: 12px; background-color: transparent;"">P&amp;L calculation </strong><span style=""font-size: 12px; background-color: transparent;"">should also be raised if our error could have resulted in client detriment.</span></li></ul><p><br></p><p class=""ql-indent-1""><strong style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Fees</strong></p><p><br></p><ul><li><span style=""font-size: 12px; background-color: transparent;"">If the initial fee(s) haven’t been automatically deducted as instructed, raise a ticket with Freshdesk to investigate why</span></li><li><span style=""font-size: 12px; background-color: transparent;"">If necessary or instructed by Hubwise, instruct an ad-hoc initial fee via Hubwise and keep this task open until it has been deducted. </span><strong style=""font-size: 12px; background-color: transparent;"">Raise an incident</strong><span style=""font-size: 12px; background-color: transparent;""> if relevant for any errors in processing (either by us or Hubwise).</span></li></ul><p><br></p><p><br></p><p><br></p><p><span style=""font-size: 12px; font-family: Arial; color: rgb(62, 62, 60); background-color: transparent;""> </span></p>",https://docs.google.com/document/d/1Sh3hsB0zpN-v96TEL-iGbqf8fxeVhEQyjCYbM2tH5gY/edit,fulfilment_investment_checks_allotted,Operations,Completed fulfilment,None,5,Tech Ops,,a1JQz00000HP21IMAT,ensure_vct_allotment
a1JQz00000HP24YMAT,Fulfilment Investment Checks,,Yes,Household team,,5,Triggered from fulfilment type statuses,Medium,New customer,,fulfilment_investment_checks_allotted_eis,No,39000,Fulfilment,Active,Fulfilment Investment Checks,6,"<p><span style=""font-size: 12px; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Objective: the purpose of this task is to make sure that funds have been received and invested as per our recommendation.</span></p><p><br></p><p><span style=""font-size: 12px; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Once finished, complete the screen on the top right of the fulfilment. This will auto complete the task.</span></p><p><br></p><p><u style=""font-size: 12px; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Things to check</u></p><p><br></p><ul><li><strong style=""font-size: 12px; background-color: transparent;"">Chatter</strong><span style=""font-size: 12px; background-color: transparent;""> - the first place to check when completing this task is the chatter on the financial product. This will highlight any changes that might have been made since the fulfilment was set up or any of-process details to pick up. Make sure any instructions in the chatter have been picked up and applied.</span></li><li><strong style=""font-size: 12px; background-color: transparent;"">Investment value</strong><span style=""font-size: 12px; background-color: transparent;""> - Confirm received value is in line with expectation (we allow for +/- 5% variation). Any lump sums should be received for the exact amount. If the value received is +/-5% (or more) ensure you have checked for a cause* of the difference and leave a comment accordingly. Where payments have been made in installments by the client, check to see that all installments have been received</span></li><li><strong style=""font-size: 12px; background-color: transparent;"">Investment mandate </strong><span style=""font-size: 12px; background-color: transparent;"">- Confirm on Hubwise that the correct portfolio has been selected. You can see the intended investment mandate is for the product within the Financial Product in the ‘Octopus Products’ section. You can check the selected portfolio in the ‘Portfolio’ section of the ‘Account Details’ tab in Hubwise.</span></li></ul><p class=""ql-indent-2""><img src=""https://lh3.googleusercontent.com/SaslcKFptN-u079u7coUUVk5lH1OqzjFI5oEyq2uDC7RFXBmoNBECFljAyWGtguNohkhkFxkXJe4YrLxDZXeo_MuRRL-CimQUFGI9fnoTlS0bt-7Ta7R6n774kPtKdQ8qstuRMVKZTG-MDxOX7lxUL8""></img></p><ul><li><strong style=""font-size: 12px; background-color: transparent;"">Phasing </strong><span style=""font-size: 12px; background-color: transparent;"">- Where the investment was supposed to be phased, we need to check that the phase has gone ahead as intended. You can check to see what phasing was recommended in the ‘Phasing’ section of the Recommendation. You should check within the ‘Manage Phased Investment’ section in Hubwise and make sure this matches our expectation of how the phases will proceed. Where there has been a phase added to a previous phase, we should check that the amount remaining from the previous phase and the new amount is amalgamated and phased over the longer of the remaining periods.</span></li></ul><p class=""ql-indent-2""><img src=""https://lh3.googleusercontent.com/lMEQ_T48p8xVNOQiImhnMTEukAEwVKPq54kSl_YgU0Qlsbn2olY3YIW4h9jit2zBVWpo8aMgiZNJE-DiYzydQ2ARKCrEslI41yqijHp9vQ_fnp0cPO4Jfaa3dW_6XDEe7skb5bvlJxbXQXLA1xk7zuA""></img></p><p class=""ql-indent-2""><img src=""https://lh3.googleusercontent.com/DUqhZgr6HiL9w5njUKEYp2SgUpD8ffgCpL4VTqXczxoYR0dmre4WFdFiL6TKkF9r3niiWidv5mNfJsl-r7QwTCRoZvHNONINC5T9TP_9kB76ycZEwsjWRvNu9q3aSs-gaNwuQmeCgMAwx1vkizzMdZc""></img></p><ul><li><strong style=""font-size: 12px; background-color: transparent;"">Fees </strong><span style=""font-size: 12px; background-color: transparent;"">- Confirm the correct fees have been applied:</span></li></ul><ol><li><strong style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;"">Confirm any applicable advice set up fee has been deducted (£)</strong><ol><li><strong style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;"">Confirm any applicable transfer fee (%) has been deducted</strong></li><li><strong style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;"">Confirm the correct ongoing charges have been submitted (i.e. standard tiering or flat fee)</strong></li></ol></li></ol><p class=""ql-indent-1""><span style=""font-family: Arial; font-size: 12px; background-color: transparent;"">You should check within the plan statement within hubwise that these have been taken and are appropriately labelled. You can view the intended fees under the ‘Instructions’ section of the fulfilment in Salesforce.</span></p><p class=""ql-indent-1""><br></p><ul><li><strong style=""font-size: 12px; background-color: transparent;"">Updating Salesforce</strong><span style=""font-size: 12px; background-color: transparent;""> - Make sure that the status of the source/ceding Financial Product has been set to closed if the full transfer is complete. If it was a full transfer, the ceding product’s G Drive folder should be moved from the ‘Active’ plans subfolder to ‘Historic’.</span></li></ul><p><br></p><p class=""ql-indent-1""><strong style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Once all of the above have been checked and any discrepancies have been corrected, with incidents/ P&amp;Ls raised where appropriate, the task can be completed.</strong></p><p><br></p><p><u style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Troubleshooting</u></p><p><br></p><p class=""ql-indent-1""><strong style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Difference in values</strong></p><p><br></p><p class=""ql-indent-1""><span style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Where the expected value differs from the actual received value, this may be due to:</span></p><p><br></p><ul><li><span style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;"">Th</span><span style=""font-size: 12px; background-color: transparent;"">e</span><strong style=""font-size: 12px; background-color: transparent; color: rgb(24, 24, 24);""> expected value is significantly old</strong><span style=""font-size: 12px; background-color: transparent;"">. </span><span style=""font-size: 12px; background-color: transparent; color: rgb(24, 24, 24);"">I.e. it was obtained during data gathering X number of months ago and the value difference is justified given market performance over that time</span></li><li><span style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;"">It is a transfer from an arrangement that was receivin</span><span style=""font-size: 12px; background-color: transparent;"">g </span><strong style=""font-size: 12px; background-color: transparent; color: rgb(0, 0, 0);"">regular or known contributions</strong><strong style=""font-size: 12px; background-color: transparent;""> </strong><span style=""font-size: 12px; background-color: transparent; color: rgb(24, 24, 24);"">prior to transfer, and therefore, the additional contributions caused an increase in value</span></li><li><strong style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">A known exit penalty</strong><span style=""font-size: 12px; color: rgb(24, 24, 24); background-color: transparent;""> was applied on transfer by the ceding provider (in this instance, it is wise to flag to a planner to check that this was expected or unknown)</span></li></ul><p class=""ql-indent-1""><span style=""font-size: 12px; font-family: Arial; background-color: transparent;"">The difference in expected value should be investigated and comments should be added in chatter. Where a mistake will require further action, make sure a task is created and the planner/partner are notified where appropriate.</span></p><p><br></p><p class=""ql-indent-1""><span style=""font-size: 12px; font-family: Arial; background-color: transparent;"">It might be useful to check the ceding portfolio in FE, or the relevant performance of invested portfolios to see whether a difference in value is due to investment performance. The steps below detail how this can be done.</span></p><p><br></p><ul><li><span style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">Go into FE and find the portfolio used for LOA analysis. </span></li><li><span style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">Search for the plan in ‘Portfolios’ and click add. </span></li><li><span style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">Load the interactive performance chart, then go to ‘Performance Settings’ and change the performance period to ‘User Specified’, use the valuation date in from the file and the date of the transfer. </span></li><li><span style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">This will give you a chart which you should print and save to the g-drive for the product. It will also have a cumulative performance figure from the date specified. It&#39;s expected that this is going to come up as -5% or worse. If it&#39;s broadly in line with the difference in values seen before then it&#39;s fine, if it&#39;s very different then escalate to a planner. </span></li><li><span style=""font-size: 12px; color: rgb(0, 0, 0); background-color: transparent;"">If the portfolio isn&#39;t in FE then we need the factsheet from the provider with the performance.</span></li></ul><p><br></p><p class=""ql-indent-1""><strong style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Phasing</strong></p><p><br></p><ul><li><span style=""font-size: 12px; background-color: transparent;"">You should first check the ‘Manage Phased Investment’ section in Hubwise to see why any mistakes have been applied</span></li><li><span style=""font-size: 12px; background-color: transparent;"">You can also check to see that the correct amount of cash has been ringfenced using </span><a href=""https://docs.google.com/document/d/1dfwBggdYK5XCA4G6Jx0EWuARM8GFC_DjVPbPvkYQ2TQ/edit"" target=""_blank"" style=""font-size: 12px; background-color: transparent; color: rgb(17, 85, 204);""><u>the guide here</u></a></li><li><span style=""font-size: 12px; background-color: transparent;"">If the phasing instruction looks wrong, raise a ticket with Freshdesk and keep the Fulfilment Investment Checks task open until it is corrected. </span></li><li><span style=""font-size: 12px; background-color: transparent;"">Once the first month of phasing has completed and looks correct, we can proceed with completing the task, as we don&#39;t continue to monitor phasing beyond the first month. </span><strong style=""font-size: 12px; background-color: transparent;"">Raise an incident</strong><span style=""font-size: 12px; background-color: transparent;""> if relevant for any errors in processing (either by us or Hubwise). A </span><strong style=""font-size: 12px; background-color: transparent;"">P&amp;L calculation </strong><span style=""font-size: 12px; background-color: transparent;"">should also be raised if our error could have resulted in client detriment.</span></li></ul><p><br></p><p class=""ql-indent-1""><strong style=""font-size: 12px; font-family: Arial; background-color: transparent;"">Fees</strong></p><p><br></p><ul><li><span style=""font-size: 12px; background-color: transparent;"">If the initial fee(s) haven’t been automatically deducted as instructed, raise a ticket with Freshdesk to investigate why</span></li><li><span style=""font-size: 12px; background-color: transparent;"">If necessary or instructed by Hubwise, instruct an ad-hoc initial fee via Hubwise and keep this task open until it has been deducted. </span><strong style=""font-size: 12px; background-color: transparent;"">Raise an incident</strong><span style=""font-size: 12px; background-color: transparent;""> if relevant for any errors in processing (either by us or Hubwise).</span></li></ul><p><br></p><p><br></p><p><br></p><p><span style=""font-size: 12px; font-family: Arial; color: rgb(62, 62, 60); background-color: transparent;""> </span></p>",https://docs.google.com/document/d/1Sh3hsB0zpN-v96TEL-iGbqf8fxeVhEQyjCYbM2tH5gY/edit,fulfilment_investment_checks_allotted_eis,Operations,Completed fulfilment,None,5,Tech Ops,,a1JQz00000HP21JMAT,ensure_eis_allotment
a1JQz00000HP24ZMAT,Cancel client onboarding during advice,,No,Queue,,1,Case | Created,High,Current Wealth Management Process,OperationsTeamC,CANCEL_ONBOARDING_DURING_ADVICE,No,,Fulfilment,Active,Manage offboarding during advice,,"<p>This task is for onboarding clients who want to withdraw before receiving advice.</p><p>The following will need to be done as part of the clean up:</p><ul><li>Close any Chase Profile tasks, without doing any further chases.</li><li>For any ad hoc/random tasks, be sure to check with the Partner to see if they are still needed. Do not contact the client unless the partner agrees to do so. Be sure to check both the advice and both person accounts for any floating tasks.</li><li>Check all advice has now been cancelled/declined and all LOA&#39;s, recommendations, fulfilment, fees and all their related tasks are now closed or cancelled and no outstanding action needs to be taken.</li><li>Move the case to &#39;Closed&#39;</li><li>Complete this task.</li></ul>",,CANCEL_ONBOARDING_DURING_ADVICE,Operations,Creation of an offboarding case,N/A,1,Tech Ops,,,
a1JQz00000HP24aMAD,Cancel client onboarding during fulfilment,,No,Dedicated specialist/household team,,1,Case | Created,High,Current Wealth Management Process,,CANCEL_ONBOARDING_DURING_FULFILMENT,No,,Fulfilment,Active,Manage offboarding of client in fulfilment,,"<p>This task is for onboarding clients who would like to offboard after we have started the fulfilment process.</p><p>The following will need to be done as part of the clean up:</p><ul><li>Close any Chase Profile tasks, without doing any further chases.</li><li>For any ad hoc/random tasks, be sure to check with the Partner to see if they are still needed. Do not contact the client unless the partner agrees to do so. Be sure to check both the advice and both person accounts for any floating tasks.</li><li>Move the google drive folder to &#39;Lost&#39;</li><li>Check all advice has now been cancelled/declined and all LOA&#39;s, recommendations, fulfilment, fees and all their related tasks are now closed or cancelled and no outstanding action needs to be taken.</li><li>Move the case to &#39;Closed&#39;</li><li>Complete this task.</li></ul>",,CANCEL_ONBOARDING_DURING_FULFILMENT,Operations,Creation of an offboarding case,N/A,1,Tech Ops,,,
